,id,tweet_text,sentiment,threshold,tokens,sentiment_score
1822,20965,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear,0.292,"['not', 'let', 'fear', 'hold', 'back', 'want', 'use', 'power', 'push', 'toward', 'goal', 'fear', 'action', 'fear']",0.5
1823,20966,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",fear,0.292,"['terrif', 'job', 'head', 'miss']",0.5
1824,20967,@JasonBHampton it's Bowers. I went and drove it for a while this evening ,fear,0.292,"['bower', 'went', 'drove', 'even']",0.5
1825,20968,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear,0.292,"['revolt', 'cock', 'think', 'sexi']",0.5
1826,20969,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",fear,0.292,"['airplan', 'not', 'americanairlin', 'americanairlinessuck', 'aateam']",0.5
1827,20970,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ,fear,0.292,"['watch', 'tna', 'first', 'time', 'long', 'time', 'hell', 'happen', 'hardyboy', 'impactonpop', 'wwe']",0.5
1828,20971,"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear,0.292,"['interview', 'went', 'well', 'today', 'not', 'wait', 'find', 'happen', 'excit', 'interview', 'jobinterview']",0.5
1829,20972,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear,0.292,"['fewer', 'fewer', 'good', 'horror', 'offer', 'hollywood', 'everi', 'year', 'gotten', 'old', 'shit']",0.5
1830,20973,I delete numbers so quick with no hesitation,fear,0.288,"['delet', 'number', 'quick', 'hesit']",0.5
1831,20974,@1NatalieMaines Can you imagine being the person who has to spray tan him? ,fear,0.28,"['imagin', 'person', 'spray', 'tan']",0.5
1832,20975,"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.",fear,0.28,"['nawaz', 'sharif', 'speech', 'terror', 'kejriw', 'expect', 'talk', 'govern']",0.5
1833,20976,"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",fear,0.279,"['less', 'sugar', 'less', 'soda', 'less', 'worri', 'less', 'word', 'action']",0.5
1834,20977,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",fear,0.275,"['not', 'let', 'fear', 'hold', 'back', 'want', 'use', 'power', 'push', 'toward', 'goal', 'fear', 'action']",0.5
1835,20978,induction day tomorrow for pizza express ,fear,0.275,"['induct', 'day', 'tomorrow', 'pizza', 'express']",0.5
1836,20979,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,fear,0.275,"['ladi', 'gaga', 'fuck', 'follow', 'wait', 'day', 'age', 'fuck', 'happen', 'shake', 'thank', 'much']",0.5
1837,20980,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear,0.271,"['whole', 'team', 'limit', 'field', 'terribl']",0.5
1838,20981,@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,fear,0.271,"['say', 'get', 'reelect']",0.5
1839,20982,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear,0.271,"['gonzaga', 'not', 'list', 'articl', 'tremend', 'valu', 'team', 'sure', 'got', 'everyth', 'want']",0.5
1840,20983,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear,0.271,"['wonder', 'point', 'bobmarley', 'ever', 'actual', 'becam', 'afraid', 'high', 'would', 'gotten']",0.5
1841,20984,new tires &amp; an alarm system on my car. fwm now!,fear,0.271,"['new', 'tire', 'amp', 'alarm', 'system', 'car', 'fwm']",0.5
1842,20985,Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,fear,0.271,"['good', 'morn', 'leadership', 'healthcareit', 'socialmedia', 'connector', 'ceo', 'writer', 'ai', 'eq', 'secur', 'bigdata', 'growthhack', 'tech']",0.5
1843,20986,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,fear,0.271,"['unbeliev', 'mcdavid', 'matthew', 'lundqvist', 'noth', 'shake', 'head']",0.5
1844,20987,@CSTrey4 thanks brotein shake 😈😈😈,fear,0.271,"['thank', 'brotein', 'shake']",0.5
1845,20988,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",fear,0.271,"['not', 'know', 'patronus', 'not', 'think', 'tell']",0.5
1846,20989,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear,0.271,"['hope', 'get', 'best', 'buy', 'job', 'officali', 'start', 'stream', 'career', 'work', 'toward', 'someth', 'love']",0.5
1847,20990,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,fear,0.271,"['everyth', 'ever', 'want', 'side', 'fear', 'addair', 'thursdaythought', 'yourpushfactor', 'fear', 'life', 'quot']",0.5
1848,20991,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",fear,0.271,"['truli', 'want', 'god', 'life', 'requir', 'let', 'go', 'old', 'thing', 'allow', 'new', 'thing', 'flourish', 'stop', 'start']",0.5
1849,20992,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear,0.271,"['ok', 'tomorrow', 'horribl', 'day', 'day', 'great']",0.5
1850,20993,@madihayousufzai Please DM your concern,fear,0.271,"['pleas', 'dm', 'concern']",0.5
1851,20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear,0.271,"['better', 'wetter', 'dri', 'jesus', 'christ', 'val', 'not', 'shi', 'hen', 'gbbo']",0.5
1852,20995,"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear,0.271,"['million', 'box', 'offic', 'not', 'movi', 'justic', 'polit', 'not', 'snowdenmovi', 'terrif', 'thriller', 'love', 'stori']",0.5
1853,20996,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear,0.271,"['thorough', 'enjoy', 'ah', 'tonight', 'ah', 'horror', 'americanhorrorstori']",0.5
1854,20997,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,fear,0.271,"['old', 'rich', 'white', 'religi', 'guy', 'support', 'republican', 'not', 'shock']",0.5
1855,20998,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,fear,0.271,"['swear', 'guy', 'friend', 'scaredi', 'cat', 'not', 'horror', 'movi', 'not', 'haunt', 'hous', 'wtf']",0.5
1856,20999,@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,fear,0.271,"['watch', 'cobbler', 'load', 'season', 'gorr', 'pro', 'footbal', 'terribl']",0.5
1857,21000,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",fear,0.271,"['everywher', 'go', 'air', 'breath', 'tast', 'like', 'home', 'restless']",0.5
1858,21001,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear,0.271,"['everyth', 'ever', 'want', 'side', 'fear', 'addair', 'thursdaythought', 'yourpushfactor', 'life', 'quot']",0.5
1859,21002,Ramos with his ground shaking headers..😏,fear,0.271,"['ramo', 'ground', 'shake', 'header']",0.5
1860,21003,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear,0.271,"['chuckl', 'shake', 'head', 'realli', 'vivid', 'imagin', 'guess', 'happen', 'meet', 'someon', 'gt']",0.5
1861,21004,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,fear,0.271,"['world', 'nicol', 'beat', 'paul', 'terribl', 'bbfinal', 'juri', 'think']",0.5
1862,21005,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism ,fear,0.271,"['view', 'human', 'dynam', 'express', 'cosmos', 'exist', 'within', 'human']",0.5
1863,21006,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear,0.271,"['btw', 'georg', 'w', 'bush', 'left', 'offic', 'terrif', 'leadership', 'barack', 'obama', 'keep', 'america', 'great']",0.5
1864,21007,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear,0.271,"['import', 'thing', 'need', 'accomplish', 'today', 'onlinemarket', 'solopreneur', 'start', 'success']",0.5
1865,21008,I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.,fear,0.271,"['curious', 'know', 'much', 'money', 'origin', 'air', 'bud', 'made', 'justifi', 'continu', 'aw', 'sequel', 'spinoff']",0.5
1866,21009,@DreKnott You've got tremendous range.,fear,0.271,"['got', 'tremend', 'rang']",0.5
1867,21010,"ok, ok.. I know.. my last tweet was #terrible",fear,0.271,"['ok', 'know', 'last', 'tweet', 'terribl']",0.5
1868,21011,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear,0.269,"['usa', 'embarrass', 'watch', 'last', 'time', 'guy', 'game', 'horribl', 'joke']",0.5
1869,21012,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is ",fear,0.266,"['would', 'advis', 'everyon', 'wait', 'watch', 'actual', 'not', 'wait', 'not', 'even', 'watch']",0.5
1870,21013,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,fear,0.26,"['tri', 'go', 'home', 'tonight', 'run', 'run', 'champ', 'sike', 'loser']",0.5
1871,21014,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear,0.25,"['yo', 'yo', 'yo', 'name', 'darthvad', 'feel', 'like', 'need', 'puff', 'inhal', 'rapper', 'sick', 'bar', 'bar', 'rap']",0.5
1872,21015,#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,fear,0.25,"['nana', 'hoco', 'bc', 'dream', 'sinc', 'freshman', 'year', 'awe']",0.5
1873,21016,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear,0.25,"['thank', 'get', 'back', 'exemplari', 'custom', 'servic', 'loyal', 'custom', 'jk', 'residentadvisor', 'poorservic']",0.5
1874,21017,Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear,0.25,"['everi', 'year', 'go', 'univers', 'studio', 'horror', 'night', 'wheel', 'lol']",0.5
1875,21018,My goals are so big they scare small minds,fear,0.25,"['goal', 'big', 'scare', 'small', 'mind']",0.5
1876,21019,if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear,0.25,"['wrong', 'not', 'hesit', 'block', 'cut', 'life', 'complet', 'one', 'greatest', 'talent']",0.5
1877,21020,Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,fear,0.25,"['solid', 'start', 'bozzelli', 'benevan', 'hope', 'good', 'start']",0.5
1878,21021,@SusannahSpot I could pop round ,fear,0.25,"['could', 'pop', 'round']",0.5
1879,21022,Step over #fear and rely on #faith!,fear,0.25,"['step', 'fear', 'reli', 'faith']",0.5
1880,21023,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear,0.25,"['yeah', 'uk', 'quit']",0.5
1881,21024,"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",fear,0.25,"['open', 'suggest', 'good', 'horror', 'movi', 'saw', 'follow', 'recent', 'dug', 'give', 'someth', 'good', 'movienight', 'netflix']",0.5
1882,21025,Research has determined 70% of #laughter is actually .,fear,0.25,"['research', 'determin', 'laughter', 'actual']",0.5
1883,21026,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear,0.25,"['like', 'cycl', 'get', 'intimid', 'peopl', 'power', 'calv', 'amp', 'horrend', 'tan', 'line']",0.5
1884,21027,"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear,0.25,"['noah', 'ark', 'terrif', 'design']",0.5
1885,21028,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",fear,0.25,"['hey', 'announc', 'like', 'immedi', 'ask', 'nice', 'thank']",0.5
1886,21029,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear,0.25,"['room', 'would', 'go', 'russel', 'howard', 'tom', 'odel', 'michael', 'bubl', 'pant', 'nogood']",0.5
1887,21030,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",fear,0.25,"['hey', 'michael', 'thank', 'follow', 'yeah', 'think', 'would', 'terrif', 'contrib', 'loop', 'assoc', 'ed', 'juliana']",0.5
1888,21031,im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear,0.25,"['tv', 'bulli', 'would', 'call', 'nerd', 'would', 'rather', 'shove', 'one', 'thousand', 'nickel', 'right', 'earhol', 'go', 'new', 'york', 'comic', 'con']",0.5
1889,21032,You have a #problem? Yes! Can you do #something about it? No! Than why #worry,fear,0.25,"['problem', 'yes', 'someth', 'worri']",0.5
1890,21033,@TheOnlySweeney their slogan should've been #start instead of #finish,fear,0.25,"['slogan', 'start', 'instead', 'finish']",0.5
1891,21034,@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,fear,0.25,"['took', 'first', 'babi', 'step', 'let', 'us', 'hope', 'start', 'run']",0.5
1892,21035,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear,0.246,"['radio', 'told', 'ladi', 'gaga', 'go', 'countri', 'like', 'beatl', 'decid', 'opera', 'sing', 'final', 'album']",0.5
1893,21036,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ,fear,0.245,"['week', 'massacr', 'theatr', 'pert', 'first', 'one', 'think', 'requir', 'subtitl']",0.5
1894,21037,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all ,fear,0.24,"['rememb', 'mlb', 'tri', 'futurist', 'jersey']",0.5
1895,21038,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear,0.229,"['show', 'new', 'job', 'not', 'afraid', 'new', 'task', 'take', 'project', 'brave', 'make', 'impress', 'worktivetruth']",0.5
1896,21039,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear,0.229,"['action', 'foundat', 'key', 'success', 'picasso', 'inspir', 'quot', 'action', 'hustl', 'dosometh', 'success']",0.5
1897,21040,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear,0.229,"['like', 'start', 'cake', 'like', 'say', 'c', 'make', 'sens']",0.5
1898,21041,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,fear,0.229,"['fact', 'need', 'start', 'make', 'holiday', 'mayb', 'even', 'e', 'dri', 'month', 'pick', 'theme', 'year']",0.5
1899,21042,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear,0.229,"['goal', 'scorer', 'vidar', 'kjartansson', 'come', 'favor', 'dor', 'micha', 'anoth', 'terrif', 'perform', 'yallamaccabi']",0.5
1900,21043,Round 2  #pcola,fear,0.229,"['round', 'pcola']",0.5
1901,21044,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",fear,0.229,"['everywher', 'go', 'air', 'breath', 'tast', 'like', 'home']",0.5
1902,21045,"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear,0.229,"['jorg', 'deserv', 'honest', 'weak']",0.5
1903,21046,Not sure that men can handle a woman that's got her crap together.  #independent,fear,0.229,"['not', 'sure', 'men', 'handl', 'woman', 'got', 'crap', 'togeth', 'independ']",0.5
1904,21047,@GSchwartz_ it wasn't a joke . ,fear,0.229,"['not', 'joke']",0.5
1905,21048,Don't be so shy #nl,fear,0.229,"['not', 'shi', 'nl']",0.5
1906,21049,Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear,0.229,"['ladi', 'tremend', 'success', 'present', 'bahamasleak']",0.5
1907,21050,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear,0.229,"['not', 'afraid', 'give', 'good', 'go', 'great', 'john', 'rockefel', 'quot', 'inspir', 'afraid', 'great', 'motiv']",0.5
1908,21051,Pretty excited for American horror story tonight,fear,0.229,"['pretti', 'excit', 'american', 'horror', 'stori', 'tonight']",0.5
1909,21052,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear,0.229,"['yes', 'one', 'qualm', 'deepli', 'theolog', 'issu', 'engag', 'theolog']",0.5
1910,21053,"Aberdeen st Johnstone, let's see who can punt it the furthest ",fear,0.229,"['aberdeen', 'st', 'johnston', 'let', 'us', 'see', 'punt', 'furthest']",0.5
1911,21054,"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear,0.229,"['jorg', 'deserv', 'honest', 'weak', 'revolt']",0.5
1912,21055,At the end of the day I know that my kids will never worry about me leaving them 💕,fear,0.229,"['end', 'day', 'know', 'kid', 'never', 'worri', 'leav']",0.5
1913,21056,I really wanna go fright night at Thorpe Park next month 👻,fear,0.229,"['realli', 'want', 'go', 'fright', 'night', 'thorp', 'park', 'next', 'month', 'ghost']",0.5
1914,21057,"Fear blocks blessings, faith unlocks them. #ManUp  #faith",fear,0.229,"['fear', 'block', 'bless', 'faith', 'unlock', 'manup', 'faith']",0.5
1915,21058,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear,0.229,"['anyon', 'els', 'find', 'window', 'updat', 'complet']",0.5
1916,21059,I was having a good dream.. and then my alarm went off,fear,0.229,"['good', 'dream', 'alarm', 'went']",0.5
1917,21060,Huns are like a box of coffee revels ,fear,0.229,"['hun', 'like', 'box', 'coffe', 'revel']",0.5
1918,21061,@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear,0.229,"['not', 'serious', 'houvsn', 'igotbetterthingstodotonightthandi']",0.5
1919,21062,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear,0.229,"['would', 'advis', 'everyon', 'wait', 'watch', 'actual', 'not', 'wait', 'not', 'even', 'watch', 'aw']",0.5
1920,21063,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear,0.229,"['nice', 'texan', 'could', 'hold', 'onto', 'ball', 'give', 'fuller', 'hopkin', 'chanc', 'tnf']",0.5
1921,21064,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,fear,0.224,"['bout', 'read', 'articl', 'convers', 'forward', 'homosexu', 'amp', 'christian', 'someon', 'foursquar', 'church']",0.5
1922,21065,@Burnt_Out_Darth @theaterofscifi thanks. ,fear,0.22,['thank'],0.5
1923,21066,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book,fear,0.22,"['not', 'let', 'behavior', 'other', 'destroy', 'ur', 'inner', 'peac', 'lama', 'heal', 'depress', 'intuit', 'medit', 'book']",0.5
1924,21067,@hotpatooties more like quickie divorce ,fear,0.216,"['like', 'quicki', 'divorc']",0.5
1925,21068,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",fear,0.214,"['also', 'help', 'major', 'nfl', 'coach', 'inept', 'bill', 'play', 'call', 'wow', 'gopat']",0.5
1926,21069,"If you think you're good to go already, don't worry about it.",fear,0.208,"['think', 'good', 'go', 'alreadi', 'not', 'worri']",0.5
1927,21070,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",fear,0.208,"['yo', 'yo', 'yo', 'name', 'darthvad', 'feel', 'like', 'need', 'puff', 'inhal', 'rapper', 'sick', 'bar', 'breathless', 'bar', 'rap']",0.5
1928,21071,"ok, ok.. I know.. my last tweet was ",fear,0.208,"['ok', 'know', 'last', 'tweet']",0.5
1929,21072,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",fear,0.208,"['good', 'day', 'work', 'get', 'shake', 'jim', 'lehrer', 'hand', 'thank', 'still', 'kick', 'shi', 'hug']",0.5
1930,21073,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear,0.208,"['yes', 'inde', 'know', 'mass', 'student', 'would', 'excit', 'see', 'need', 'get', 'sort', 'haunt']",0.5
1931,21074,".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear,0.208,"['chris', 'william', 'yard', 'shi', 'join', 'club', 'bowman', 'walker', 'amp', 'roosevelt', 'alreadi', 'cfl']",0.5
1932,21075,@Coyblake6 @ChloeCramphorn hahahaa you know coy!,fear,0.208,"['hahahaa', 'know', 'coy']",0.5
1933,21076,Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,fear,0.208,"['elli', 'answer', 'question', 'not', 'shi', 'love', 'talk', 'equestrian', 'fashion', 'equestrianhour']",0.5
1934,21077,Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,fear,0.208,"['enjoy', 'seamless', 'set', 'alarm', 'use', 'okgoogl', 'nougat', 'tell', 'okgoogl', 'personalassist']",0.5
1935,21078,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,fear,0.2,"['not', 'afraid', 'give', 'good', 'go', 'great', 'john', 'rockefel', 'quot', 'inspir', 'great', 'motiv']",0.5
1936,21079,@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around,fear,0.2,"['could', 'told', 'one', 'lmfao', 'old', 'nigga', 'get', 'wast', 'start', 'fuck', 'around']",0.5
1937,21080,"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",fear,0.188,"['learn', 'year', 'one', 'mind', 'made', 'diminish', 'fear', 'park', 'quot', 'motiv']",0.5
1938,21081,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear,0.188,"['want', 'dad', 'play', 'kick', 'babi', 'littl', 'one', 'southpark', 'mellogang', 'edm', 'plur', 'dad', 'djlife', 'dj', 'produc']",0.5
1939,21082,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",fear,0.188,"['like', 'commerci', 'chocol', 'milk', 'bender', 'steal', 'soccer', 'ball', 'guy', 'refus', 'give', 'back']",0.5
1940,21083,@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,fear,0.188,"['awe', 'sorri', 'dog', 'cat', 'amp', 'snake']",0.5
1941,21084,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",fear,0.188,"['truli', 'want', 'god', 'life', 'requir', 'let', 'go', 'old', 'thing', 'allow', 'new', 'thing', 'flourish', 'stop']",0.5
1942,21085,It's not always how you #start it's how you #FINISH,fear,0.188,"['not', 'alway', 'start', 'finish']",0.5
1943,21086,My mind always seems to work its best at night ,fear,0.188,"['mind', 'alway', 'seem', 'work', 'best', 'night']",0.5
1944,21087,I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear,0.188,"['excit', 'firstdayoffal', 'amp', 'rest', 'season', 'halloween', 'scare', 'event', 'cover', 'next', 'week']",0.5
1945,21088,^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear,0.188,"['not', 'worri', 'charact', 'alreadi', 'taken', 'rp', 'look', 'non', 'coupl', 'form', 'rp', 'fun', 'love']",0.5
1946,21089,@Zen1dfabflake You are all our angelic comrades! ,fear,0.188,"['angel', 'comrad']",0.5
1947,21090,@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,fear,0.188,"['not', 'ever', 'compar', 'scrub', 'shake', 'whole', 'dl', 'throw', 'td']",0.5
1948,21091,@NativeApprops @SBShear @HuffingtonPost Shew. That was ,fear,0.188,['shew'],0.5
1949,21092,Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear,0.188,"['profit', 'per', 'day', 'per', 'not', 'hesit', 'contact', 'us', 'result', 'info']",0.5
1950,21093,Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear,0.188,"['hey', 'turn', 'kick', 'way', 'go', 'texan', 'way', 'go', 'texan', 'noheart']",0.5
1951,21094,@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear,0.188,"['exit', 'shake', 'much', 'pround', 'colleen', 'fandom', 'everyon', 'amaz']",0.5
1952,21095,"@frecklybellamy the walking dead, mr robot, american horror story, merlin",fear,0.188,"['walk', 'dead', 'mr', 'robot', 'american', 'horror', 'stori', 'merlin']",0.5
1953,21096,"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",fear,0.184,"['thank', 'big', 'bro', 'shake', 'bake', 'help']",0.5
1954,21097,shake fries,fear,0.181,"['shake', 'fri']",0.5
1955,21098,@aidankerrpol I think you should do. Get the fashion police involved. ,fear,0.169,"['think', 'get', 'fashion', 'polic', 'involv']",0.5
1956,21099,#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear,0.169,"['getsmartwitharq', 'smart', 'way', 'start', 'invest', 'whiteicenetwork', 'smart', 'sourc', 'start', 'skill', 'manpow', 'recruit', 'ur', 'firm']",0.5
1957,21100,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear,0.167,"['action', 'foundat', 'key', 'success', 'picasso', 'inspir', 'quot', 'action', 'hustl', 'start', 'dosometh', 'success']",0.5
1958,21101,#start ur day wit a smile\n#buviobby,fear,0.167,"['start', 'ur', 'day', 'wit']",0.5
1959,21102,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear,0.167,"['readi', 'sweet', 'princess', 'arriv', 'week', 'saturday', 'excit']",0.5
1960,21103,"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear,0.167,"['glad', 'hear', 'everyth', 'resolv', 'need', 'anyth', 'els', 'pleas', 'not', 'hesit', 'reach', 'us', 'ty']",0.5
1961,21104,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,fear,0.167,"['usa', 'embarrass', 'watch', 'last', 'time', 'guy', 'game', 'joke']",0.5
1962,21105,So is texting a guy 'I'm ready for sex now' considered flirting?' ,fear,0.167,"['text', 'guy', 'readi', 'sex', 'consid', 'flirt']",0.5
1963,21106,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear,0.167,"['yes', 'inde', 'know', 'mass', 'student', 'would', 'excit', 'see', 'need', 'get', 'sort']",0.5
